MOVIES,SENTENCE,tag,word
,,RB,again
,,IN,by
,,NN,night
,,NNS,terrors
,,VBP,david
,,NNS,introduces
,,VBP,adele
,,TO,to
,,PRP$,his
,,JJ,new
,,NNS,colleagues
,SENTENCE  #7356,IN,after
,,VBG,spending
,,DT,an
,,NN,eternity
,,IN,in
,,NN,hell
,,NN,lucifer
,,NNS,returns
,,TO,to
,,DT,the
,,NN,land
,,IN,of
,,DT,the
,,NN,living
,,CC,but
,,EX,there
,,VBZ,s
,,NN,something
,,DT,a
,,JJ,little
,,JJ,different
,,IN,about
,,DT,this
,,JJ,handsome
,,NN,devil
 Julie and the Phantoms,SENTENCE  #7357,DT,a
,,NN,year
,,IN,after
,,PRP$,her
,,NN,mom
,,VBD,passed
,,RB,away
,,JJ,julie
,,VBZ,plays
,,CD,one
,,IN,of
,,PRP$,her
,,JJ,old
,,NN,cds
,,RB,suddenly
,,CD,three
,,NNS,ghosts
,,VBP,appear
,,DT,the
,,NNS,guys
,,IN,from
,,DT,the
,,CD,90s
,,NN,band
,,NN,sunset
,,NN,curve
,SENTENCE  #7358,WRB,when
,,NN,julie
,,VBZ,starts
,,VBG,singing
,,RB,again
,,DT,the
,,NNS,boys
,,CC,and
,,PRP$,her
,,JJS,best
,,NN,friend
,,NN,flynn
,,VB,encourage
,,PRP$,her
,,TO,to
,,VB,fight
,,IN,for
,,DT,a
,,NN,spot
,,IN,in
,,DT,the
,,NN,school
,,NN,music
,,NN,program
,SENTENCE  #7359,NN,julie
,,JJ,s
,,NN,performance
,,VBZ,makes
,,DT,a
,,JJ,big
,,NN,splash
,,CC,and
,,DT,the
,,NNS,guys
,,VBP,try
,,TO,to
,,VB,convince
,,PRP$,her
,,TO,to
,,VB,join
,,JJ,sunset
,,NN,curve
,,CC,but
,,PRP,she
,,RB,ll
,,VBP,have
,,TO,to
,,VB,come
,,JJ,clean
,,TO,to
,,VB,flynn
,,RB,first
,SENTENCE  #7360,NN,flynn
,,NNS,books
,,NN,julie
,,CC,and
,,DT,the
,,NNS,phantoms
,,TO,to
,,VB,play
,,IN,at
,,DT,the
,,NN,school
,,NN,dance
,,JJ,alex
,,NNS,hangs
,,RP,out
,,IN,with
,,PRP$,his
,,JJ,new
,,NN,crush
,,CC,and
,,DT,the
,,NNS,boys
,,VBP,decide
,,TO,to
,,VB,teach
,,DT,an
,,JJ,old
,,NN,friend
,,DT,a
,,NN,lesson
,SENTENCE  #7361,WDT,willie
,,VBZ,brings
,,DT,the
,,NNS,guys
,,TO,to
,,DT,an
,,JJ,exclusive
,,NN,club
,,WRB,where
,,DT,a
,,JJ,powerful
,,NN,ghost
,,JJ,magician
,,VBZ,asks
,,PRP,them
,,TO,to
,,VB,be
,,IN,in
,,PRP$,his
,,NN,band
,,CC,but
,,PRP,he
,,VBZ,s
,,VBD,got
,,NN,something
,,RP,up
,,PRP$,his
,,NN,sleeve
,SENTENCE  #7362,NN,julie
,,VBZ,pairs
,,RP,up
,,IN,with
,,NN,nick
,,IN,for
,,DT,a
,,NN,school
,,NN,performance
,,CC,and
,,VBZ,learns
,,PRP,he
,,VBD,broke
,,RP,up
,,IN,with
,,NN,carrie
,,DT,the
,,NN,band
,,VBZ,gets
,,DT,a
,,JJ,new
,,NN,gig
,,CC,but
,,NN,julie
,,NN,s
,,VBD,grounded
,,IN,for
,,VBG,missing
,,NN,class
,SENTENCE  #7363,NN,julie
,,VBZ,rehearses
,,IN,with
,,NN,nick
,,IN,while
,,VBG,daydreaming
,,IN,about
,,JJ,luke
,,JJ,alex
,,NNS,wonders
,,WRB,why
,,VBP,willie
,,RB,s
,,VBN,been
,,VBG,acting
,,RB,so
,,JJ,weird
,,DT,the
,,NN,band
,,VBZ,plays
,,DT,a
,,NN,party
,,IN,at
,,JJ,julie
,,NN,s
,,NN,house
,SENTENCE  #7364,NN,julie
,,NNS,meets
,,VBP,luke
,,JJ,s
,,NNS,parents
,,CC,and
,,NNS,shares
,,DT,a
,,NN,touching
,,NN,song
,,PRP,he
,,VBD,wrote
,,JJ,luke
,,NNS,confides
,,IN,in
,,NN,julie
,,IN,about
,,NN,caleb
,,CC,and
,,DT,the
,,NN,band
,,NN,s
,,VBD,unfinished
,,NN,business
,SENTENCE  #7365,NN,julie
,,CC,and
,,DT,the
,,NNS,phantoms
,,VBP,get
,,PRP$,their
,,NN,dream
,,NN,gig
,,IN,at
,,DT,the
,,NN,orpheum
,,CC,but
,,WRB,when
,,JJ,caleb
,,NNS,interferes
,,VBP,julie
,,NNS,searches
,,IN,for
,,DT,the
,,NN,courage
,,TO,to
,,VB,perform
,,IN,on
,,PRP,her
,,JJ,own
,SENTENCE  #7366,IN,after
,,DT,an
,,NN,incident
,,IN,at
,,NN,school
,,NN,clay
,,VBZ,thinks
,,NN,someone
,,VBD,s
,,VBG,trying
,,TO,to
,,VB,set
,,PRP,him
,,RP,up
,,NN,zach
,,CC,and
,,NN,clay
,,NN,land
,,IN,in
,,JJ,hot
,,NN,water
,,IN,during
,,DT,a
,,NN,college
,,NN,tour
,SENTENCE  #7367,IN,as
,,DT,the
,,NN,sit
,,IN,in
,,NNS,approaches
,,JJ,allison
,,NNS,reconnects
,,IN,with
,,PDT,klaus
,,DT,the
,,JJ,swedes
,,NN,chase
,,NN,vanya
,,IN,into
,,DT,a
,,NN,cornfield
,,NN,luther
,,VBZ,makes
,,DT,a
,,JJ,distressing
,,NN,discovery
 Freud,SENTENCE  #7368,VBG,struggling
,,IN,with
,,PRP$,his
,,NN,career
,,CC,and
,,VBG,swigging
,,NN,cocaine
,,NN,freud
,,VBZ,is
,,VBN,pulled
,,IN,into
,,DT,a
,,JJ,gruesome
,,NN,crime
,,RB,then
,,IN,into
,,DT,an
,,JJ,exclusive
,,NN,seance
,,VBN,led
,,IN,by
,,DT,a
,,NN,mesmerizing
,,NN,psychic
,SENTENCE  #7369,PRP$,his
,,NNS,theories
,,VBN,opposed
,,JJ,freud
,,NNS,tips
,,IN,off
,,NNS,authorities
,,VBG,searching
,,IN,for
,,DT,a
,,JJ,lost
,,NN,innocent
,,CC,but
,,PRP,he
,,RB,ll
,,VBP,have
,,TO,to
,,VB,collaborate
,,IN,with
,,DT,an
,,NN,outsider
,,TO,to
,,VB,get
,,TO,to
,,DT,the
,,NN,truth
,SENTENCE  #7370,DT,a
,,NN,duel
,,VBZ,takes
,,DT,a
,,JJ,startling
,,NN,turn
,,IN,with
,,JJ,dire
,,NNS,consequences
,,VBD,sophia
,,NNS,plants
,,RB,deadly
,,VBZ,seeds
,,DT,a
,,NN,dreamer
,,NNS,awakens
,,CC,and
,,NN,freud
,,VBZ,learns
,,WRB,how
,,TO,to
,,VB,unlock
,,DT,a
,,JJ,shuttered
,,NN,mind
,SENTENCE  #7371,NN,dr
,,NN,freud
,,JJ,s
,,NN,life
,,VBZ,is
,,IN,in
,,NN,danger
,,NN,police
,,NN,inspector
,,NN,kiss
,,CC,and
,,NN,dr
,,NN,freud
,,VBP,are
,,VBG,facing
,,DT,a
,,JJ,strange
,,NN,suicide
,,NN,sophie
,,VBZ,hypnotizes
,,NN,fleur
,,CC,and
,,VBZ,sends
,,PRP$,her
,,TO,to
,,DT,a
,,JJ,private
,,NN,audience
,,IN,with
,,JJ,crown
,,NN,prince
,,NN,rudolf
,SENTENCE  #7372,DT,a
,,NN,relationship
,,IN,between
,,NN,fleur
,,CC,and
,,NN,dr
,,NN,freud
,,VBZ,develops
,,IN,in
,,JJ,unexpected
,,NN,direction
,,IN,as
,,NN,fleur
,,VBZ,is
,,VBN,possessed
,,IN,by
,,DT,the
,,JJ,other
,,NN,personality
,,NN,freud
,,NNS,tries
,,TO,to
,,VB,find
,,RP,out
,,WP,who
,,VBZ,is
,,JJ,taltos
,,NN,sophia
,,CC,and
,,PRP$,her
,,NN,husband
,,NN,organize
,,JJ,strange
,,NN,ceremony
,,IN,for
,,JJ,invited
,,NNS,guests
,SENTENCE  #7373,NN,freud
,,VBZ,is
,,VBN,obsessed
,,IN,with
,,DT,a
,,NN,pianist
,,WP,who
,,VBD,had
,,VBN,lived
,,IN,in
,,VBG,neighbouring
,,NN,apartment
,,CC,and
,,JJ,committed
,,NN,suicide
,,NN,fleur
,,VBZ,is
,,VBN,found
,,IN,in
,,DT,the
,,NN,asylum
,,CC,and
,,JJ,freud
,,NNS,tries
,,TO,to
,,VB,help
,,PRP$,her
,,CC,but
,,PRP,he
,,VBZ,has
,,NNS,problems
,,IN,in
,,PRP$,his
,,NN,work
,SENTENCE  #7374,NN,freud
,,CC,and
,,NN,fleur
,,MD,must
,,VB,hide
,,PRP,themselves
,,VBN,accompanied
,,IN,by
,,DT,the
,,CD,two
,,JJ,friendly
,,NNS,policemen
,,VBP,dr
,,JJ,freud
,,VBZ,explores
,,PRP$,his
,,CC,and
,,NN,fleur
,,VBP,s
,,JJ,subconscious
,,IN,in
,,NN,order
,,TO,to
,,VB,heal
,,PRP$,her
,,NN,sophia
,,CC,and
,,NN,victor
,,NN,plot
,,NN,vengeance
,,IN,upon
,,DT,the
,,JJ,austrian
,,NN,court
,SENTENCE  #7375,DT,the
,,NN,showdown
,,IN,at
,,DT,the
,,NN,emperor
,,VBD,s
,,NN,ball
,,IN,of
,,NNS,nations
,,DT,the
,,NN,court
,,VBZ,covers
,,RP,up
,,VBG,preceding
,,NNS,events
,,CC,and
,,NN,freud
,,VBZ,has
,,TO,to
,,VB,make
,,DT,a
,,NN,step
,,RB,forward
,,IN,in
,,PRP$,his
,,NN,life
,,IN,with
,,DT,a
,,NN,help
,,IN,of
,,VBG,loving
,,NNS,ones
,SENTENCE  #7376,VBN,exposed
,,CC,and
,,JJ,suspicious
,,NN,sid
,,VBZ,looks
,,IN,for
,,PRP$,his
,,NN,betrayer
,,IN,while
,,VBG,dealing
,,IN,with
,,PRP$,his
,,NN,family
,,VB,s
,,NN,disappointment
,,NN,dom
,,VBZ,lets
,,PRP$,her
,,NN,vulnerability
,,NN,show
,,CC,and
,,NN,shine
,,IN,at
,,DT,an
,,NN,internship
,,NN,interview
,,NN,leila
,,VBZ,tries
,,TO,to
,,VB,make
,,VB,see
,,JJ,full
,,NN,summary
,SENTENCE  #7377,NN,joey
,,NNS,copes
,,IN,with
,,DT,a
,,JJ,difficult
,,NN,setback
,,IN,in
,,PRP$,her
,,NN,case
,,VBG,choking
,,IN,under
,,NN,pressure
,,NN,dom
,,VBZ,breaks
,,NN,trust
,,IN,with
,,DT,a
,,NN,teacher
,,CC,and
,,VB,john
,,DT,the
,,JJ,real
,,NN,sid
,,VBZ,stands
,,RP,up
,SENTENCE  #7378,NN,dom
,,NN,joey
,,CC,and
,,NN,sid
,,VBP,find
,,DT,some
,,NN,release
,,IN,after
,,VBG,helping
,,TO,to
,,VB,lead
,,DT,the
,,JJ,black
,,NN,student
,,NN,union
,,NN,sit
,,IN,in
,,NN,jayson
,,VBZ,stuns
,,DT,the
,,NN,crowd
,,IN,at
,,PRP$,his
,,NN,lincoln
,,NN,centre
,,NN,performance
 Valeria,SENTENCE  #7379,VB,add
,,DT,a
,,NN,plot
,SENTENCE  #7380,VB,add
,,DT,a
,,NN,plot
,SENTENCE  #7381,VB,add
,,DT,a
,,NN,plot
 The Politician,SENTENCE  #7382,VBN,frustrated
,,IN,with
,,PRP$,his
,,VBG,polling
,,NNS,numbers
,,NN,payton
,,VBZ,goes
,,TO,to
,,VB,georgina
,,IN,for
,,NN,help
,,IN,as
,,PRP,he
,,VBZ,weighs
,,VBG,using
,,PRP$,his
,,NNS,opponents
,,VBP,hush
,,NN,hush
,,VB,love
,,NN,life
,,TO,to
,,VB,score
,,JJ,political
,,NNS,points
 Cannon Busters,SENTENCE  #7383,VB,add
,,DT,a
,,NN,plot
,SENTENCE  #7384,VB,add
,,DT,a
,,NN,plot
,SENTENCE  #7385,VB,add
,,DT,a
,,NN,plot
,SENTENCE  #7386,VB,add
,,DT,a
,,NN,plot
,SENTENCE  #7387,VB,add
,,DT,a
,,NN,plot
,SENTENCE  #7388,VB,add
,,DT,a
,,NN,plot
,SENTENCE  #7389,VB,add
,,DT,a
,,NN,plot
,SENTENCE  #7390,DT,the
,,NN,group
,,RB,finally
,,VBZ,reach
,,NN,gara
,,JJ,s
,,NN,keep
,,CC,but
,,NN,something
,,VBZ,seems
,,JJ,odd
,,RB,philly
,,VBZ,thinks
,,PRP,it
,,VBZ,appears
,,RB,too
,,JJ,quiet
,,VBP,s
,,DT,a
,,NN,m
,,VBZ,believes
,,IN,inside
,,DT,the
,,NN,castle
,,VBZ,is
,,PRP$,her
,,JJS,best
,,NN,friend
,,NN,prince
,,VBD,kelby
,,DT,the
,,VBG,missing
,,NN,heir
,,TO,to
,,PRP$,her
,,NN,kingdom
,,IN,of
,,NN,botica
,SENTENCE  #7391,VB,add
,,DT,a
,,NN,plot
,SENTENCE  #7392,DT,a
,,JJ,peek
,,NN,inside
,,NN,david
,,CC,and
,,JJ,adele
,,NN,s
,,JJ,private
,,NN,life
,,CC,and
,,DT,a
,,NN,look
,,IN,at
,,NN,rob
,,JJ,s
,,NN,dream
,,NN,journal
,,VBZ,leaves
,,RB,louise
,,IN,with
,,JJR,more
,,NNS,questions
,,IN,than
,,NNS,answers
,SENTENCE  #7393,IN,against
,,PRP$,her
,,JJ,better
,,NN,judgment
,,NN,louise
,,VBZ,grows
,,VBN,attached
,,TO,to
,,DT,both
,,NN,david
,,CC,and
,,JJ,adele
,,VBG,becoming
,,RB,increasingly
,,VBN,enmeshed
,,IN,in
,,PRP$,their
,,NN,tense
,,VBN,complicated
,,NN,marriage
,SENTENCE  #7394,DT,an
,,NN,accusation
,,IN,of
,,NN,violence
,,NNS,threatens
,,TO,to
,,VB,unravel
,,NN,david
,,JJ,s
,,NN,life
,,CC,and
,,RBR,more
,,JJ,shocking
,,NN,news
,,VBZ,awaits
,,PRP,him
,,CC,and
,,VB,louise
,,WRB,when
,,JJ,adele
,,VBZ,drops
,,DT,a
,,NN,bombshell
,SENTENCE  #7395,IN,despite
,,JJ,david
,,JJ,s
,,NNS,warnings
,,NN,louise
,,MD,can
,,VB,t
,,VB,shake
,,PRP$,her
,,NN,concern
,,IN,for
,,NN,adele
,,WP,who
,,VBZ,sows
,,NNS,seeds
,,IN,of
,,NN,doubt
,,IN,over
,,WP,what
,,VBD,happened
,,IN,with
,,NN,rob
,,IN,on
,,PRP$,her
,,NN,family
,,NN,estate
,SENTENCE  #7396,DT,a
,,JJ,stunning
,,NN,revelation
,,VBZ,makes
,,NN,louise
,,NN,dig
,,NN,deeper
,,IN,into
,,NN,david
,,CC,and
,,JJ,adele
,,NN,s
,,NN,past
,,CC,and
,,WP,what
,,PRP,she
,,VBZ,discovers
,,NNS,pushes
,,PRP$,her
,,TO,to
,,VB,demand
,,DT,the
,,NN,truth
,SENTENCE  #7397,NN,ka
,,NN,kwet
,,NNS,travels
,,TO,to
,,NN,school
,,IN,while
,,JJ,anne
,,NNS,embarks
,,IN,on
,,DT,the
,,JJ,next
,,NN,phase
,,IN,of
,,PRP$,her
,,JJS,quest
,SENTENCE  #7398,NN,matthew
,,CC,and
,,VB,anne
,,NN,journey
,,TO,to
,,VB,help
,,VB,ka
,,VB,kwet
,SENTENCE  #7399,IN,while
,,JJ,addy
,,NNS,tries
,,TO,to
,,VB,ensure
,,NN,colette
,,NN,s
,,NN,secret
,,VBZ,is
,,JJ,safe
,,IN,with
,,JJ,beth
,,NN,colette
,,VBZ,makes
,,DT,a
,,NN,decision
,,IN,about
,,MD,will
,SENTENCE  #7400,IN,as
,,JJ,addy
,,VBZ,gets
,,JJR,closer
,,TO,to
,,VB,colette
,,JJ,beth
,,VBZ,takes
,,JJ,drastic
,,NN,action
,,TO,to
,,VB,regain
,,NN,control
,,IN,of
,,DT,the
,,NN,squad
,SENTENCE  #7401,DT,the
,,NN,party
,,NN,fallout
,,NNS,wreaks
,,VBP,havoc
,,IN,on
,,JJ,addy
,,NN,beth
,,CC,and
,,NN,colette
,,VBP,s
,,NNS,nerves
,,VBG,leading
,,TO,to
,,DT,a
,,JJ,shocking
,,NN,accident
,SENTENCE  #7402,NN,colette
,,VBZ,feels
,,DT,the
,,NN,pressure
,,IN,of
,,NNS,regionals
,,VBG,looming
,,IN,as
,,DT,a
,,NN,chance
,,NN,encounter
,,VBZ,leads
,,MD,will
,,TO,to
,,DT,a
,,JJ,dark
,,NN,place
,SENTENCE  #7403,IN,amid
,,DT,the
,,NN,heat
,,IN,of
,,NNS,regionals
,,JJ,addy
,,NNS,beth
,,CC,and
,,NN,colette
,,VBP,decide
,,WP,what
,,VBZ,matters
,,RBS,most
,,JJ,leading
,,TO,to
,,DT,a
,,NN,faceoff
,SENTENCE  #7404,IN,in
,,DT,the
,,NN,wake
,,IN,of
,,DT,a
,,NN,tragedy
,,NN,addy
,,CC,and
,,NN,colette
,,NN,struggle
,,IN,with
,,DT,a
,,VBN,shared
,,NN,secret
,,WDT,that
,,VBZ,threatens
,,PRP,them
,,DT,both
,SENTENCE  #7405,IN,as
,,JJ,tragic
,,NN,news
,,NNS,spreads
,,IN,through
,,NN,town
,,NN,colette
,,NNS,ices
,,VBP,addy
,,RP,out
,,CC,and
,,VB,beth
,,NNS,starts
,,VBG,asking
,,NNS,questions
,SENTENCE  #7406,NN,addy
,,CC,and
,,NN,colette
,,VBP,feel
,,DT,the
,,NN,heat
,,VBZ,beth
,,JJ,s
,,NN,digging
,,VBZ,begins
,,TO,to
,,VB,pay
,,RP,off
,,VBG,leading
,,TO,to
,,NNS,revelations
 The Chestnut Man,SENTENCE  #7407,VB,add
,,DT,a
,,NN,plot
 Hero Mask,SENTENCE  #7408,DT,the
,,NN,ssc
,,VBD,s
,,JJ,new
,,NN,director
,,VBZ,has
,,PRP$,his
,,JJ,own
,,NNS,ideas
,,IN,about
,,WRB,how
,,TO,to
,,VB,operate
,,DT,the
,,NN,organization
,,VBZ,eddy
,,JJ,s
,,NN,research
,,VBZ,turns
,,RP,up
,,DT,a
,,JJ,lead
,,JJ,former
,,NN,scientist
,,NN,william
,,NN,herst
,SENTENCE  #7409,NN,connor
,,CC,and
,,NN,creighton
,,NN,break
,,IN,into
,,JJ,herst
,,NN,s
,,NN,house
,,TO,to
,,VB,get
,,TO,to
,,VB,tina
,,NN,william
,,NNS,fails
,,TO,to
,,VB,hold
,,PRP,them
,,RP,off
,,CC,but
,,NNS,james
,,CC,and
,,NN,wyatt
,,VBP,show
,,RP,up
,,TO,to
,,VB,confront
,,DT,the
,,NNS,intruders
,SENTENCE  #7410,NN,harry
,,VBZ,leads
,,DT,a
,,NN,team
,,IN,into
,,VBG,assaulting
,,DT,the
,,JJ,supposedly
,,NN,secure
,,NN,ssc
,,JJ,safe
,,NN,house
,,WRB,where
,,NN,tina
,,CC,and
,,NNS,james
,,VBP,are
,,VBN,holed
,,RP,up
,,JJ,somehow
,,NN,ssc
,,MD,must
,,VB,have
,,VBN,been
,,VBN,compromised
,SENTENCE  #7411,IN,while
,,IN,on
,,DT,the
,,NN,run
,,IN,from
,,DT,the
,,NN,ssc
,,NNS,james
,,CC,and
,,NNS,tina
,,VBP,are
,,RB,deliberately
,,VBN,hit
,,IN,by
,,DT,a
,,NN,truck
,,VBG,looking
,,IN,for
,,NNS,answers
,,NNS,james
,,VBZ,makes
,,NN,contact
,,IN,with
,,NN,anna
,,NN,winehouse
,SENTENCE  #7412,IN,with
,,JJ,eddy
,,NNS,s
,,VBP,help
,,NNS,james
,,NNS,tries
,,TO,to
,,VB,infiltrate
,,DT,the
,,NN,site
,,WRB,where
,,NN,tina
,,VBZ,is
,,VBG,being
,,VBN,held
,,NN,connor
,,NNS,tells
,,VBP,tina
,,IN,about
,,PRP$,her
,,NN,family
,,JJ,s
,,NN,involvement
,,IN,with
,,DT,the
,,NNS,masks
,SENTENCE  #7413,NNS,james
,,NNS,hands
,,VBP,connor
,,IN,over
,,TO,to
,,VB,wyatt
,,IN,in
,,NN,custody
,,NN,connor
,,VBZ,maintains
,,PRP$,his
,,NN,silence
,,IN,until
,,JJ,anna
,,NNS,asks
,,TO,to
,,VB,question
,,PRP,him
,,PRP,herself
,SENTENCE  #7414,NN,anna
,,NNS,tells
,,VBP,tina
,,IN,about
,,DT,the
,,NN,research
,,WDT,that
,,VBD,preceded
,,PRP,her
,,NN,birth
,,NN,william
,,NN,herst
,,VBZ,regains
,,JJ,consciousness
,,NNS,coates
,,NNS,meets
,,IN,with
,,DT,a
,,JJ,mysterious
,,NN,individual
,SENTENCE  #7415,VBG,waiting
,,IN,for
,,PRP$,her
,,NN,father
,,NN,tina
,,VBZ,looks
,,IN,at
,,NN,anna
,,VBP,s
,,JJ,old
,,NNS,pictures
,,IN,of
,,PRP$,her
,,NNS,parents
,,NN,wyatt
,,CC,and
,,JJ,eddy
,,NN,work
,,RB,together
,,TO,to
,,VB,find
,,JJ,gary
,,NNS,evans
,,CC,and
,,JJ,stumble
,,IN,into
,,DT,an
,,NN,ambush
,SENTENCE  #7416,NNS,coates
,,VBZ,puts
,,RP,out
,,DT,a
,,NN,warrant
,,IN,on
,,NNS,evans
,,NNS,james
,,VBP,anna
,,NNS,tina
,,CC,and
,,JJ,herst
,,NN,try
,,TO,to
,,VB,escape
,,DT,the
,,NN,hospital
,,IN,via
,,NN,helicopter
,,CC,but
,,NN,connor
,,VBZ,is
,,RB,already
,,JJ,inside
 Big Mouth,SENTENCE  #7417,IN,at
,,JJ,sleep
,,RB,away
,,JJ,camp
,,NN,jessi
,,VBZ,befriends
,,PRP$,her
,,NNS,trans
,,NN,cabinmate
,,CC,and
,,JJ,nick
,,NNS,discovers
,,PRP$,his
,,CD,two
,,JJS,best
,,NNS,friends
,,VBP,have
,,DT,a
,,JJ,little
,,RB,too
,,JJ,much
,,IN,in
,,JJ,common
 Marianne,SENTENCE  #7418,VBN,lured
,,RB,back
,,TO,to
,,PRP$,her
,,PDT,hometown
,,DT,a
,,JJ,famous
,,NN,horror
,,NN,writer
,,NNS,discovers
,,IN,that
,,DT,the
,,JJ,evil
,,NN,spirit
,,WP,who
,,VBZ,plagues
,,PRP$,her
,,NNS,dreams
,,VBZ,is
,,RB,now
,,VBG,wreaking
,,NN,havoc
,,IN,in
,,DT,the
,,JJ,real
,,NN,world
,SENTENCE  #7419,IN,while
,,DT,a
,,JJ,quirky
,,NN,police
,,NN,inspector
,,NN,digs
,,IN,into
,,PRP$,her
,,NNS,parents
,,NN,case
,,NN,emma
,,VBZ,drags
,,VBZ,camille
,,RB,back
,,TO,to
,,VB,caro
,,JJ,s
,,NN,home
,,CC,and
,,NNS,reconnects
,,IN,with
,,DT,the
,,NN,rest
,,IN,of
,,PRP$,her
,,JJ,old
,,NN,crew
,SENTENCE  #7420,NN,tonio
,,VBZ,makes
,,DT,a
,,JJ,disturbing
,,NN,discovery
,,IN,at
,,DT,the
,,NN,shore
,,DT,another
,,VBG,harrowing
,,NN,night
,,IN,with
,,JJ,emma
,,NNS,pushes
,,VBP,camille
,,TO,to
,,PRP$,her
,,NN,limit
,,NN,marianne
,,VBZ,turns
,,RP,up
,,DT,the
,,NN,heat
,SENTENCE  #7421,NN,emma
,,NN,s
,,NN,grieving
,,VBZ,is
,,VBN,cut
,,JJ,short
,,IN,by
,,DT,an
,,JJ,urgent
,,NN,request
,,CC,and
,,DT,a
,,RB,grisly
,,NN,scene
,,IN,at
,,DT,the
,,NN,daugeron
,,NN,home
,,VBZ,leads
,,NN,inspector
,,NN,ronan
,,IN,into
,,DT,a
,,NN,world
,,IN,of
,,JJ,demonic
,,NNS,secrets
,SENTENCE  #7422,JJ,fifteen
,,NNS,years
,,RBR,earlier
,,IN,in
,,DT,a
,,NN,bid
,,TO,to
,,VB,drive
,,RP,away
,,JJ,emma
,,NN,s
,,VBZ,nightmares
,,DT,the
,,NNS,friends
,,VBP,gather
,,IN,at
,,PRP$,their
,,JJ,old
,,NN,school
,,IN,for
,,DT,a
,,JJ,ritual
,,WDT,that
,,MD,will
,,VB,change
,,PRP$,their
,,NNS,lives
,SENTENCE  #7423,NN,inspector
,,NN,ronan
,,VBZ,connects
,,DT,the
,,NNS,dots
,,IN,between
,,NN,emma
,,NN,s
,,NNS,books
,,CC,and
,,JJR,more
,,JJ,real
,,NN,world
,,NNS,tragedies
,,PRP,he
,,RB,emma
,,CC,and
,,VB,séby
,,VB,hatch
,,DT,a
,,NN,plan
,,TO,to
,,VB,destroy
,,NN,marianne
,SENTENCE  #7424,VBG,fleeing
,,TO,to
,,JJ,different
,,NNS,parts
,,IN,of
,,DT,the
,,NN,island
,,DT,the
,,NNS,friends
,,RBR,encounter
,,VBG,terrifying
,,NNS,sights
,,CC,and
,,RB,ghostly
,,NNS,messengers
,,CD,one
,,IN,by
,,CD,one
,,PRP,they
,,VBP,turn
,,IN,on
,,NN,emma
,SENTENCE  #7425,IN,as
,,DT,the
,,NN,priest
,,VBZ,makes
,,DT,a
,,JJ,desperate
,,NN,bid
,,TO,to
,,VB,banish
,,FW,marianne
,,FW,emma
,,VBZ,finds
,,PRP,herself
,,JJ,torn
,,IN,between
,,CD,two
,,NNS,worlds
,,CC,and
,,NN,aurore
,,NNS,searches
,,IN,for
,,DT,a
,,NN,way
,,TO,to
,,VB,save
,,PRP,her
,,NN,friend
,SENTENCE  #7426,NN,serdar
,,NNS,orders
,,VBP,hannah
,,TO,to
,,VB,keep
,,DT,a
,,JJ,close
,,NN,watch
,,IN,on
,,NN,atiye
,,WP,who
,,RB,soon
,,NNS,discovers
,,VBP,serdar
,,JJ,s
,,NN,link
,,TO,to
,,VB,erhan
,,JJ,s
,,NN,mining
,,NN,operation
,,CC,and
,,VBZ,meets
,,DT,a
,,NN,man
,,IN,from
,,JJ,erhan
,,NN,s
,,IN,past
,SENTENCE  #7427,NN,thrust
,,IN,into
,,DT,an
,,JJ,unsettling
,,JJ,new
,,NN,reality
,,IN,in
,,WDT,which
,,PRP$,her
,,NN,existence
,,VBZ,is
,,JJ,void
,,NN,atiye
,,VBZ,encounters
,,DT,a
,,JJ,familiar
,,NN,face
,,IN,at
,,DT,the
,,NN,place
,,WRB,where
,,PRP,it
,,DT,all
,,VBD,began
 Titans,SENTENCE  #7428,DT,the
,,NNS,titans
,,NN,battle
,,NN,deathstroke
,,CC,and
,,JJR,more
,SENTENCE  #7429,NNS,things
,,VBP,take
,,DT,a
,,JJ,dangerous
,,NN,turn
,,WRB,when
,,NN,betty
,,CC,and
,,VBZ,charles
,,VBP,track
,,RP,down
,,NN,edgar
,,CC,and
,,PRP$,his
,,NNS,farmies
,,VBP,jughead
,,JJ,s
,,JJ,first
,,NN,day
,,IN,at
,,NN,stonewall
,,NN,prep
,,NN,doesn
,,NN,t
,,VBP,go
,,IN,as
,,VBN,planned
,,NN,cheryl
,,VBZ,learns
,,DT,a
,,JJ,dark
,,NN,family
,,NN,secret
,SENTENCE  #7430,DT,a
,,NN,chilling
,,NN,mystery
,,VBZ,sweeps
,,RP,through
,,NN,riverdale
,,IN,as
,,DT,the
,,NN,gang
,,VBZ,prepares
,,IN,for
,,DT,the
,,NN,mischief
,,CC,and
,,NN,mayhem
,,IN,of
,,JJ,halloween
,,JJ,jughead
,,VBZ,gets
,,VBN,caught
,,IN,in
,,DT,a
,,NN,sinister
,,NN,scheme
 Young Wallander,SENTENCE  #7431,NN,rookie
,,NN,cop
,,NN,kurt
,,NN,wallander
,,VBZ,stumbles
,,IN,into
,,DT,a
,,NN,hate
,,NN,crime
,,IN,in
,,PRP$,his
,,JJ,own
,,NN,neighborhood
,,IN,as
,,PRP,he
,,VBZ,hunts
,,DT,the
,,NN,killer
,,DT,the
,,NN,incident
,,NNS,fuels
,,VBP,anti
,,NN,immigration
,,NN,anger
 Inside Bill's Brain: Decoding Bill Gates,SENTENCE  #7432,DT,the
,,NN,man
